Source,word,n,cumulative_freq,cumulative_pct
DeepSeek-R1,triggers,25768,2188593,42.83878835092843
DeepSeek-R1,residual,24508,2213101,43.3184997567972
DeepSeek-R1,mild,23304,2236405,43.77464446882453
DeepSeek-R1,positive,23158,2259563,44.2279314256186
DeepSeek-R1,note,22453,2282016,44.66741894789588
DeepSeek-R1,due,22065,2304081,45.09931188777243
DeepSeek-R1,scores,21105,2325186,45.51241410830696
DeepSeek-R1,societal,20512,2345698,45.91390914491462
DeepSeek-R1,relief,20479,2366177,46.31475825054488
DeepSeek-R1,average,20436,2386613,46.71476568853796
DeepSeek-R1,tension,20140,2406753,47.108979321400575
DeepSeek-R1,enforcing,19224,2425977,47.48526347622436
DeepSeek-R1,intense,19087,2445064,47.858866038808706
DeepSeek-R1,values,18907,2463971,48.228945341516436
DeepSeek-R1,slightly,18723,2482694,48.59542308968361
DeepSeek-R1,duration,18476,2501170,48.9570661423534
DeepSeek-R1,amplifies,18396,2519566,49.3171433017447
DeepSeek-R1,subscore,18249,2537815,49.67434313223676
DeepSeek-R1,orientation,17644,2555459,50.019700894810136
DeepSeek-R1,agitation,17304,2572763,50.3584036109499
DeepSeek-R1,extreme,17300,2590063,50.69702803242574
DeepSeek-R1,personality,17114,2607177,51.032011752029064
DeepSeek-R1,decision,16973,2624150,51.36423558472901
DeepSeek-R1,makes,16161,2640311,51.680565600652194
DeepSeek-R1,emotion,16014,2656325,51.99401828767613
DeepSeek-R1,split,15979,2672304,52.306785896390714
DeepSeek-R1,negativity,15911,2688215,52.61822249581858
DeepSeek-R1,personal,15850,2704065,52.92846510162158
DeepSeek-R1,earnings,15750,2719815,53.236750340826454
DeepSeek-R1,reaction,15521,2735336,53.54055321052162
DeepSeek-R1,lingers,15373,2750709,53.84145917765157
DeepSeek-R1,allocation,15168,2765877,54.13835254325535
DeepSeek-R1,aa,14843,2780720,54.42888446741523
DeepSeek-R1,ac,14826,2795546,54.71908363925342
DeepSeek-R1,costs,14556,2810102,55.00399792127667
DeepSeek-R1,paying,14452,2824554,55.286876542037874
DeepSeek-R1,elevated,14410,2838964,55.56893306882786
DeepSeek-R1,profile,14381,2853345,55.850421959304384
DeepSeek-R1,somatic,14116,2867461,56.12672382829589
DeepSeek-R1,feel,14029,2881490,56.40132278834702
DeepSeek-R1,imbalance,13950,2895440,56.674375428785616
DeepSeek-R1,prioritize,13756,2909196,56.94363077802386
DeepSeek-R1,moral,13717,2922913,57.21212275428883
DeepSeek-R1,individual,13434,2936347,57.47507538308111
DeepSeek-R1,upholding,13351,2949698,57.73640339759694
DeepSeek-R1,undifferentiated,13334,2963032,57.99739865979109
DeepSeek-R1,acting,13273,2976305,58.25719992836038
DeepSeek-R1,loss,13078,2989383,58.513184332063325
DeepSeek-R1,tendency,12853,3002236,58.76476466092049
DeepSeek-R1,behavior,12456,3014692,59.00857424438309
DeepSeek-R1,greed,12151,3026843,59.2464138597214
DeepSeek-R1,competitive,12144,3038987,59.48411645939785
DeepSeek-R1,adrenaline,11942,3050929,59.71786517854609
DeepSeek-R1,moderate,11716,3062645,59.947190249182555
DeepSeek-R1,spikes,11688,3074333,60.17596725717155
DeepSeek-R1,risk,11600,3085933,60.40302178255419
DeepSeek-R1,traits,11386,3097319,60.62588754341684
DeepSeek-R1,emotions,10957,3108276,60.84035620157353
DeepSeek-R1,symptoms,10943,3119219,61.05455082840648
DeepSeek-R1,preference,10752,3129971,61.26500688503701
DeepSeek-R1,self,10748,3140719,61.475384647003615
DeepSeek-R1,visceral,10639,3151358,61.68362887937826
DeepSeek-R1,heightened,10638,3161996,61.89185353808693
DeepSeek-R1,calm,10591,3172587,62.09915823449448
DeepSeek-R1,related,10523,3183110,62.3051319216153
DeepSeek-R1,nature,10233,3193343,62.505429245601555
DeepSeek-R1,zero,10210,3203553,62.70527637527024
DeepSeek-R1,mildly,9825,3213378,62.897587643536134
DeepSeek-R1,exploitation,9681,3223059,63.087080303900734
DeepSeek-R1,amplify,9488,3232547,63.27279524673095
DeepSeek-R1,act,9467,3242014,63.45809914257556
DeepSeek-R1,rigidity,9451,3251465,63.643089859764466
DeepSeek-R1,gain,9447,3260912,63.828002282289454
DeepSeek-R1,conflict,9383,3270295,64.01166199019164
DeepSeek-R1,remains,9355,3279650,64.19477363544634
DeepSeek-R1,aligning,9228,3288878,64.37539942512143
DeepSeek-R1,especially,9089,3297967,64.55330447522513
DeepSeek-R1,reflect,8924,3306891,64.72797987044191
DeepSeek-R1,total,8579,3315470,64.89590235089516
DeepSeek-R1,tendencies,8579,3324049,65.0638248313484
DeepSeek-R1,accepting,8578,3332627,65.23172773813567
DeepSeek-R1,slight,8563,3341190,65.39933703993322
DeepSeek-R1,still,8445,3349635,65.56463664914497
DeepSeek-R1,baseline,8358,3357993,65.72823334941637
DeepSeek-R1,without,8266,3366259,65.89002927241748
DeepSeek-R1,make,8223,3374482,66.0509835277814
DeepSeek-R1,demands,8173,3382655,66.21095909984625
DeepSeek-R1,overrides,8138,3390793,66.37024959360176
DeepSeek-R1,lingering,7794,3398587,66.52280674625972
DeepSeek-R1,interest,7652,3406239,66.67258443834834
DeepSeek-R1,take,7545,3413784,66.82026774817696
DeepSeek-R1,discomfort,7530,3421314,66.96765745301586
DeepSeek-R1,drive,7523,3428837,67.1149101421929
DeepSeek-R1,outrage,7489,3436326,67.26149732672657
DeepSeek-R1,like,7468,3443794,67.40767346427464
DeepSeek-R1,accept,7312,3451106,67.55079610992962
DeepSeek-R1,proself,7247,3458353,67.69264646729583
DeepSeek-R1,irritation,6978,3465331,67.82923150851308
DeepSeek-R1,prevents,6952,3472283,67.96530763441481
DeepSeek-R1,prioritizes,6948,3479231,68.10130546565262
DeepSeek-R1,even,6926,3486157,68.23687267623885
DeepSeek-R1,positivity,6904,3493061,68.37200926617348
DeepSeek-R1,fuels,6841,3499902,68.50591271515128
DeepSeek-R1,focus,6838,3506740,68.63975744313116
DeepSeek-R1,activation,6766,3513506,68.77219286716037
DeepSeek-R1,bias,6732,3520238,68.90396278654623
DeepSeek-R1,lower,6642,3526880,69.03397107599378
DeepSeek-R1,enforce,6602,3533482,69.16319641880207
DeepSeek-R1,imagination,6550,3540032,69.29140393097933
DeepSeek-R1,amplified,6519,3546551,69.41900465951119
DeepSeek-R1,reducing,6463,3553014,69.54550926274808
DeepSeek-R1,drops,6451,3559465,69.6717789819932
DeepSeek-R1,deeply,6361,3565826,69.79628707130001
DeepSeek-R1,outweighs,6276,3572102,69.91913139899842
DeepSeek-R1,blatant,6225,3578327,70.04097746973177
DeepSeek-R1,offer,6200,3584527,70.1623341988156
DeepSeek-R1,explanation,6182,3590709,70.28333860191177
DeepSeek-R1,means,6136,3596845,70.40344261637279
DeepSeek-R1,breakdown,6087,3602932,70.52258752120073
DeepSeek-R1,affect,5919,3608851,70.63844405014382
DeepSeek-R1,person,5876,3614727,70.75345891144971
DeepSeek-R1,contradicts,5831,3620558,70.86759295778646
DeepSeek-R1,acceptance,5812,3626370,70.98135510446954
DeepSeek-R1,less,5778,3632148,71.09445174650928
DeepSeek-R1,sub,5754,3637902,71.20707862056547
DeepSeek-R1,financial,5711,3643613,71.31886382698444
DeepSeek-R1,keeps,5686,3649299,71.4301596917539
DeepSeek-R1,intensely,5620,3654919,71.5401636945686
DeepSeek-R1,since,5619,3660538,71.65014812371732
DeepSeek-R1,necessary,5598,3666136,71.7597215058804
DeepSeek-R1,distress,5596,3671732,71.86925574071155
DeepSeek-R1,patterns,5578,3677310,71.97843764955503
DeepSeek-R1,perceived,5504,3682814,72.0861711071159
DeepSeek-R1,equity,5477,3688291,72.19337607569528
DeepSeek-R1,letting,5384,3693675,72.2987606933384
DeepSeek-R1,minimal,5354,3699029,72.40355810100208
DeepSeek-R1,override,5336,3704365,72.5080031826781
DeepSeek-R1,reactions,5333,3709698,72.61238954335616
DeepSeek-R1,reduces,5311,3715009,72.71634528338265
DeepSeek-R1,numbers,5260,3720269,72.81930276644408
DeepSeek-R1,calmer,5258,3725527,72.92222110217355
DeepSeek-R1,core,5228,3730755,73.0245522279236
DeepSeek-R1,energy,5223,3735978,73.12678548534373
DeepSeek-R1,focused,5205,3741183,73.2286664167762
DeepSeek-R1,reduced,5170,3746353,73.32986226989932
DeepSeek-R1,switching,5138,3751491,73.43043176571105
DeepSeek-R1,need,5107,3756598,73.53039447787737
DeepSeek-R1,choosing,5048,3761646,73.62920234375076
DeepSeek-R1,individualistic,5038,3766684,73.72781447296435
DeepSeek-R1,improves,5012,3771696,73.82591768686245
DeepSeek-R1,resolve,4957,3776653,73.92294434913157
DeepSeek-R1,skills,4907,3781560,74.01899232810162
DeepSeek-R1,keeping,4869,3786429,74.1142965077644
DeepSeek-R1,slide,4868,3791297,74.20958111376117
DeepSeek-R1,violates,4813,3796110,74.30378916812899
DeepSeek-R1,prolongs,4775,3800885,74.39725342318951
DeepSeek-R1,rule,4771,3805656,74.49063938358611
DeepSeek-R1,lifts,4761,3810417,74.58382960732291
DeepSeek-R1,taking,4736,3815153,74.67653048941015
DeepSeek-R1,rigid,4623,3819776,74.76701954724153
DeepSeek-R1,response,4574,3824350,74.85654949543982
DeepSeek-R1,violation,4536,3828886,74.94533564433084
DeepSeek-R1,avoiding,4416,3833302,75.03177295330408
DeepSeek-R1,y,4389,3837691,75.11768177329584
DeepSeek-R1,strongly,4342,3842033,75.20267063098647
DeepSeek-R1,deliberately,4314,3846347,75.28711142602965
DeepSeek-R1,intensifies,4249,3850596,75.37027993278403
DeepSeek-R1,physical,4246,3854842,75.45338971854046
DeepSeek-R1,spike,4228,3859070,75.53614717830925
DeepSeek-R1,reflects,4197,3863267,75.6182978544326
DeepSeek-R1,resolution,4177,3867444,75.70005705723634
DeepSeek-R1,autistic,4162,3871606,75.78152265505035
DeepSeek-R1,inequity,4146,3875752,75.86267507420867
DeepSeek-R1,cognitive,4139,3879891,75.9436904777051
DeepSeek-R1,based,4134,3884025,76.02460801287164
DeepSeek-R1,balance,4111,3888136,76.10507535372061
DeepSeek-R1,toward,4070,3892206,76.18474017426435
DeepSeek-R1,physiological,4066,3896272,76.26432670014415
DeepSeek-R1,pragmatic,4021,3900293,76.3430324110548
DeepSeek-R1,collective,4019,3904312,76.42169897463351
DeepSeek-R1,making,3989,3908301,76.49977832823276
DeepSeek-R1,correcting,3985,3912286,76.57777938716809
DeepSeek-R1,norms,3982,3916268,76.65572172510548
DeepSeek-R1,tempers,3977,3920245,76.73356619471295
DeepSeek-R1,surge,3959,3924204,76.81105833833277
DeepSeek-R1,driven,3921,3928125,76.8878066826453
DeepSeek-R1,perfectly,3913,3932038,76.96439843762998
DeepSeek-R1,resolving,3868,3935906,77.0401093776455
DeepSeek-R1,punitive,3830,3939736,77.11507651835375
DeepSeek-R1,monetary,3821,3943557,77.18986749606815
DeepSeek-R1,decisive,3814,3947371,77.26452145812067
DeepSeek-R1,responses,3808,3951179,77.33905797817732
DeepSeek-R1,expectations,3804,3954983,77.41351620357004
DeepSeek-R1,character,3705,3958688,77.48603663603062
DeepSeek-R1,interpersonal,3697,3962385,77.55840047916335
DeepSeek-R1,prioritizing,3668,3966053,77.63019668598261
DeepSeek-R1,identity,3664,3969717,77.70191459813796
DeepSeek-R1,grim,3652,3973369,77.77339762630152
DeepSeek-R1,selfish,3642,3977011,77.84468491780528
DeepSeek-R1,morally,3613,3980624,77.91540457299558
DeepSeek-R1,rules,3612,3984236,77.9861046545199
DeepSeek-R1,sparks,3611,3987847,78.05678516237823
DeepSeek-R1,triggering,3609,3991456,78.12742652290461
DeepSeek-R1,enforcement,3601,3995057,78.19791129410314
DeepSeek-R1,selfishness,3600,3998657,78.26837649163568
DeepSeek-R1,decreases,3575,4002232,78.3383523475187
DeepSeek-R1,resolves,3554,4005786,78.40791715641609
DeepSeek-R1,moderately,3548,4009334,78.47736452331762
DeepSeek-R1,fury,3546,4012880,78.54677274288717
DeepSeek-R1,peak,3518,4016398,78.61563289980926
DeepSeek-R1,stings,3489,4019887,78.68392542041788
DeepSeek-R1,deviation,3476,4023363,78.75196348336874
DeepSeek-R1,neutral,3408,4026771,78.81867053703289
DeepSeek-R1,observer,3404,4030175,78.88529929603311
DeepSeek-R1,consequences,3316,4033491,78.95020557242697
DeepSeek-R1,clashes,3260,4036751,79.01401572352589
DeepSeek-R1,brings,3144,4039895,79.07555532937097
DeepSeek-R1,trigger,3142,4043037,79.1370557878841
DeepSeek-R1,cooperative,3115,4046152,79.19802775741573
DeepSeek-R1,justified,3110,4049262,79.25890185861746
DeepSeek-R1,psychological,3094,4052356,79.31946278116348
DeepSeek-R1,disgust,3092,4055448,79.37998455637754
DeepSeek-R1,unnecessary,3092,4058540,79.44050633159159
DeepSeek-R1,calmness,3091,4061631,79.50100853313968
DeepSeek-R1,feelings,3080,4064711,79.56129542436197
DeepSeek-R1,shifts,3076,4067787,79.62150402092033
DeepSeek-R1,demand,3063,4070850,79.68145815982093
DeepSeek-R1,triggered,3044,4073894,79.7410403990679
DeepSeek-R1,resolved,3020,4076914,79.8001528703313
DeepSeek-R1,surges,3013,4079927,79.85912832593286
DeepSeek-R1,shift,2994,4082921,79.91773188188075
DeepSeek-R1,given,2956,4085877,79.97559163852137
DeepSeek-R1,just,2956,4088833,80.03345139516198
DeepSeek-R1,pattern,2935,4091768,80.09090010481698
DeepSeek-R1,outcome,2926,4094694,80.14817265147815
DeepSeek-R1,mood,2919,4097613,80.20530818247747
DeepSeek-R1,proposal,2916,4100529,80.26238499247881
DeepSeek-R1,satisfied,2913,4103442,80.31940308148224
DeepSeek-R1,easing,2911,4106353,80.3763820231537
DeepSeek-R1,unfairly,2903,4109256,80.4332043754973
DeepSeek-R1,guilt,2903,4112159,80.4900267278409
DeepSeek-R1,doesn,2885,4115044,80.54649675419684
DeepSeek-R1,worth,2883,4117927,80.60292763322082
DeepSeek-R1,consistent,2877,4120804,80.65924107024891
DeepSeek-R1,reinforces,2861,4123665,80.7152413286213
DeepSeek-R1,offering,2851,4126516,80.77104585033388
DeepSeek-R1,sacrificing,2850,4129366,80.82683079838048
DeepSeek-R1,near,2794,4132160,80.88151962113213
DeepSeek-R1,sting,2781,4134941,80.93595398622601
DeepSeek-R1,costly,2764,4137705,80.99005559899823
DeepSeek-R1,passive,2728,4140433,81.0434525597951
DeepSeek-R1,alleviates,2717,4143150,81.09663421026619
DeepSeek-R1,satisfies,2715,4145865,81.14977671340532
DeepSeek-R1,served,2689,4148554,81.20241030122894
DeepSeek-R1,rises,2666,4151220,81.25459369473498
DeepSeek-R1,higher,2659,4153879,81.30664007257916
DeepSeek-R1,benefit,2650,4156529,81.3585102874295
DeepSeek-R1,sacrifice,2642,4159171,81.41022391295199
DeepSeek-R1,righteous,2640,4161811,81.46189839114253
DeepSeek-R1,rage,2635,4164446,81.51347500100316
DeepSeek-R1,catharsis,2632,4167078,81.56499288986583
DeepSeek-R1,immediate,2630,4169708,81.61647163139655
DeepSeek-R1,dissonance,2599,4172307,81.66734358928184
DeepSeek-R1,eases,2598,4174905,81.71819597350117
DeepSeek-R1,clear,2593,4177498,81.76895048939058
DeepSeek-R1,outcomes,2591,4180089,81.81966585794804
DeepSeek-R1,greedy,2579,4182668,81.8701463425137
DeepSeek-R1,restores,2548,4185216,81.92002004343396
DeepSeek-R1,correct,2537,4187753,81.96967843402842
DeepSeek-R1,restoring,2534,4190287,82.01927810362494
DeepSeek-R1,alertness,2515,4192802,82.06850587356782
DeepSeek-R1,igh,2514,4195316,82.11771406984471
DeepSeek-R1,reduce,2507,4197823,82.16678525045974
DeepSeek-R1,muted,2504,4200327,82.21579771007683
DeepSeek-R1,enacting,2496,4202823,82.26465358036604
DeepSeek-R1,principles,2481,4205304,82.31321584566555
DeepSeek-R1,history,2463,4207767,82.3614257849774
DeepSeek-R1,predictable,2456,4210223,82.40949870862738
DeepSeek-R1,overriding,2448,4212671,82.4574150429495
DeepSeek-R1,minor,2436,4215107,82.50509649327988
DeepSeek-R1,wrong,2434,4217541,82.55273879627826
DeepSeek-R1,sense,2424,4219965,82.60018536261684
DeepSeek-R1,sustains,2423,4222388,82.64761235528944
DeepSeek-R1,dissatisfaction,2408,4224796,82.69474574297232
DeepSeek-R1,increases,2391,4227187,82.74154637833352
DeepSeek-R1,unjust,2386,4229573,82.78824914536482
DeepSeek-R1,fades,2376,4231949,82.83475617573629
DeepSeek-R1,increased,2374,4234323,82.8812240587758
DeepSeek-R1,rationale,2362,4236685,82.92745705782355
DeepSeek-R1,uphold,2348,4239033,82.97341602554755
DeepSeek-R1,exploitative,2342,4241375,83.01925755127566
DeepSeek-R1,releases,2340,4243715,83.06505992967182
DeepSeek-R1,trait,2325,4246040,83.11056870307826
DeepSeek-R1,dollars,2308,4248348,83.155744724163
DeepSeek-R1,well,2270,4250618,83.20017694594047
DeepSeek-R1,drives,2265,4252883,83.24451129938802
DeepSeek-R1,confronting,2264,4255147,83.28882607916961
DeepSeek-R1,fuel,2253,4257400,83.3329255486254
DeepSeek-R1,harmony,2249,4259649,83.37694672341725
DeepSeek-R1,isn,2246,4261895,83.42090917721117
DeepSeek-R1,supports,2234,4264129,83.4646367470133
DeepSeek-R1,disapproval,2230,4266359,83.50828602215152
DeepSeek-R1,stays,2226,4268585,83.55185700262581
DeepSeek-R1,shows,2221,4270806,83.59533011477019
DeepSeek-R1,extremely,2216,4273022,83.63870535858466
DeepSeek-R1,sustained,2216,4275238,83.68208060239914
DeepSeek-R1,expected,2199,4277437,83.72512309389194
DeepSeek-R1,vindication,2198,4279635,83.76814601171876
DeepSeek-R1,stress,2149,4281784,83.81020981991249
DeepSeek-R1,losing,2147,4283931,83.85223448077426
DeepSeek-R1,subscores,2146,4286077,83.89423956797005
DeepSeek-R1,satisfying,2111,4288188,83.93555957685649
DeepSeek-R1,yet,2108,4290296,83.976820864745
DeepSeek-R1,feasible,2090,4292386,84.01772982664582
DeepSeek-R1,tempered,2062,4294448,84.05809072589919
DeepSeek-R1,historically,2054,4296502,84.0982950358247
DeepSeek-R1,quickly,2051,4298553,84.13844062475228
DeepSeek-R1,intentionally,2049,4300602,84.17854706634787
DeepSeek-R1,sharply,2034,4302636,84.21835990295376
DeepSeek-R1,flares,2026,4304662,84.2580161502318
DeepSeek-R1,logical,2009,4306671,84.29733964518815
DeepSeek-R1,show,2006,4308677,84.33660441914657
DeepSeek-R1,decisions,2006,4310683,84.37586919310498
DeepSeek-R1,money,1983,4312666,84.41468377274582
DeepSeek-R1,mutes,1969,4314635,84.45322432106292
DeepSeek-R1,rejecting,1956,4316591,84.49151041172229
DeepSeek-R1,subdued,1947,4318538,84.52962033938779
DeepSeek-R1,don,1943,4320481,84.56765197238938
DeepSeek-R1,equitable,1939,4322420,84.60560531072704
DeepSeek-R1,deliberate,1920,4324340,84.64318674941109
DeepSeek-R1,penalize,1913,4326253,84.68063117243322
DeepSeek-R1,persists,1913,4328166,84.71807559545539
DeepSeek-R1,viscerally,1908,4330074,84.75542215014762
DeepSeek-R1,now,1906,4331980,84.79272955750791
DeepSeek-R1,physically,1901,4333881,84.8299390965383
DeepSeek-R1,may,1885,4335766,84.86683545691298
DeepSeek-R1,delivers,1876,4337642,84.90355565429383
DeepSeek-R1,annoyance,1863,4339505,84.94002139401692
DeepSeek-R1,leaving,1857,4341362,84.97636969174413
DeepSeek-R1,aversion,1856,4343218,85.01269841580535
DeepSeek-R1,neurodivergent,1850,4345068,85.04890969787068
DeepSeek-R1,limits,1843,4346911,85.08498396427414
DeepSeek-R1,give,1834,4348745,85.12088206768378
DeepSeek-R1,analysis,1833,4350578,85.15676059742742
DeepSeek-R1,breaking,1817,4352395,85.19232594851539
DeepSeek-R1,inequality,1812,4354207,85.22779343127344
DeepSeek-R1,allows,1806,4356013,85.2631434720356
DeepSeek-R1,allowing,1784,4357797,85.29806289214616
DeepSeek-R1,upheld,1779,4359576,85.33288444392683
DeepSeek-R1,emotionally,1764,4361340,85.36741239071777
DeepSeek-R1,feeling,1764,4363104,85.40194033750872
DeepSeek-R1,offsets,1764,4364868,85.43646828429968
DeepSeek-R1,irrational,1761,4366629,85.47093751009267
DeepSeek-R1,knowing,1759,4368388,85.50536758855371
DeepSeek-R1,instead,1722,4370110,85.53907344137345
DeepSeek-R1,creating,1716,4371826,85.5726618521973
DeepSeek-R1,illogical,1715,4373541,85.60623068935516
DeepSeek-R1,support,1709,4375250,85.63968208451713
DeepSeek-R1,align,1707,4376957,85.67309433234715
DeepSeek-R1,ow,1705,4378662,85.7064674328452
DeepSeek-R1,logic,1689,4380351,85.73952735468755
DeepSeek-R1,wastes,1681,4382032,85.77243068720205
DeepSeek-R1,cooperation,1680,4383712,85.80531444605057
DeepSeek-R1,accountability,1677,4385389,85.83813948390114
DeepSeek-R1,grating,1672,4387061,85.87086665342181
DeepSeek-R1,choose,1664,4388725,85.90343723361464
DeepSeek-R1,explains,1663,4390388,85.93598824014148
DeepSeek-R1,equality,1662,4392050,85.96851967300235
DeepSeek-R1,sharp,1654,4393704,86.00089451653534
DeepSeek-R1,equal,1651,4395355,86.03321063907042
DeepSeek-R1,enables,1649,4397004,86.06548761427351
DeepSeek-R1,restored,1638,4398642,86.09754927915083
DeepSeek-R1,violations,1628,4400270,86.12941520736831
DeepSeek-R1,significantly,1626,4401896,86.16124198825385
DeepSeek-R1,principle,1621,4403517,86.19297090080947
DeepSeek-R1,experimental,1619,4405136,86.22466066603313
DeepSeek-R1,channels,1608,4406744,86.25613512093099
DeepSeek-R1,deserves,1606,4408350,86.2875704284969
DeepSeek-R1,heightens,1604,4409954,86.31896658873085
DeepSeek-R1,nothing,1594,4411548,86.350167012305
DeepSeek-R1,suggests,1591,4413139,86.38130871488117
DeepSeek-R1,avoids,1589,4414728,86.4124112701254
DeepSeek-R1,must,1585,4416313,86.4434355307057
DeepSeek-R1,full,1584,4417897,86.47444021762001
DeepSeek-R1,old,1583,4419480,86.50542533086836
DeepSeek-R1,accountable,1578,4421058,86.5363125757868
DeepSeek-R1,year,1575,4422633,86.56714109970729
DeepSeek-R1,perception,1573,4424206,86.5979304762958
DeepSeek-R1,consistency,1564,4425770,86.62854368989049
DeepSeek-R1,confrontation,1563,4427333,86.6591373298192
DeepSeek-R1,blatantly,1553,4428886,86.68953523308811
DeepSeek-R1,reject,1530,4430416,86.71948294203943
DeepSeek-R1,causing,1527,4431943,86.74937192999282
DeepSeek-R1,lose,1515,4433458,86.77902603395444
DeepSeek-R1,hesitation,1511,4434969,86.80860184325212
DeepSeek-R1,state,1498,4436467,86.83792319489206
DeepSeek-R1,intensify,1496,4437963,86.86720539920002
DeepSeek-R1,provides,1493,4439456,86.89642888251005
DeepSeek-R1,significant,1493,4440949,86.92565236582007
DeepSeek-R1,net,1489,4442438,86.95479755446617
DeepSeek-R1,t,1481,4443919,86.98378615378442
DeepSeek-R1,human,1478,4445397,87.01271603210473
DeepSeek-R1,relieves,1474,4446871,87.04156761576111
DeepSeek-R1,reward,1470,4448341,87.07034090475356
DeepSeek-R1,spiking,1467,4449808,87.09905547274808
DeepSeek-R1,control,1462,4451270,87.12767217241269
DeepSeek-R1,typically,1460,4452730,87.15624972474532
DeepSeek-R1,ability,1455,4454185,87.18472940874807
DeepSeek-R1,agitated,1453,4455638,87.21316994541883
DeepSeek-R1,type,1439,4457077,87.24133645076587
DeepSeek-R1,kept,1428,4458505,87.2692876457871
DeepSeek-R1,reinforcing,1423,4459928,87.29714097247845
DeepSeek-R1,holding,1421,4461349,87.32495515183783
DeepSeek-R1,violate,1420,4462769,87.35274975753121
DeepSeek-R1,calming,1414,4464183,87.38042692122872
DeepSeek-R1,process,1412,4465595,87.40806493759425
DeepSeek-R1,urge,1408,4467003,87.43562465929587
DeepSeek-R1,dips,1407,4468410,87.46316480733152
DeepSeek-R1,manifest,1405,4469815,87.49066580803519
DeepSeek-R1,tolerance,1401,4471216,87.51808851407493
DeepSeek-R1,strictly,1400,4472616,87.54549164644871
DeepSeek-R1,amplifying,1394,4474010,87.57277733682658
DeepSeek-R1,data,1393,4475403,87.60004345353848
DeepSeek-R1,non,1391,4476794,87.62727042291841
DeepSeek-R1,someone,1386,4478180,87.65439952396844
DeepSeek-R1,creates,1371,4479551,87.68123502002877
DeepSeek-R1,format,1361,4480912,87.70787477942925
DeepSeek-R1,anxiety,1358,4482270,87.7344558178318
DeepSeek-R1,deviations,1355,4483625,87.76097813523641
DeepSeek-R1,o,1352,4484977,87.78744173164309
DeepSeek-R1,equilibrium,1342,4486319,87.81370959138994
DeepSeek-R1,subscale,1339,4487658,87.83991873013885
DeepSeek-R1,output,1339,4488997,87.86612786888776
DeepSeek-R1,quick,1338,4490335,87.89231743397067
DeepSeek-R1,resources,1337,4491672,87.91848742538764
DeepSeek-R1,causes,1335,4493007,87.94461826947261
DeepSeek-R1,participant,1335,4494342,87.9707491135576
DeepSeek-R1,value,1329,4495671,87.9967625156467
DeepSeek-R1,intervention,1326,4496997,88.02271719673786
DeepSeek-R1,half,1322,4498319,88.04859358316509
DeepSeek-R1,concerns,1316,4499635,88.07435252759642
DeepSeek-R1,subdimension,1308,4500943,88.09995488269992
DeepSeek-R1,favors,1305,4502248,88.12549851680545
DeepSeek-R1,unishing,1305,4503553,88.15104215091101
DeepSeek-R1,also,1302,4504855,88.1765270640186
DeepSeek-R1,instantly,1300,4506155,88.20197282979424
DeepSeek-R1,motional,1295,4507450,88.22732072723998
